site_id,municipio,uf,codigo_ibge,ano,pib_mil_reais,fonte,data_extracao,origem_lista
scala-spoapa01,Porto Alegre,RS,4314902,2017,73314029.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2018,77181703.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2019,82320598.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2020,75976656.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2021,81563063.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,90214952.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2023,104743272.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2016,47063173.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2017,47741849.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2018,50562704.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2019,52744931.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2020,51600338.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2021,58027667.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,69665769.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2023,71646710.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
